CODPROD,CODBARRAS,DESCRIPCION,PRECIO
8099,025215498916,MAXELL AUDIFONOS,3500
8100,7500435020084,HEAD Y SHOULDERS ALIVIO REFRESCANTE,4750
8101,7702020212052,DOÑAREPA MAIZ BLANCO,3100
8102,7802575226310,VIVO NECTAR 1LTRO,1490
8103,021000026968,MAYO KRAFT 397G,5250
8104,021000026326,MAYO KRAFT 794G,6450
8105,7802337001476,TRAVERSO SALSA DE SOYA,1200
8106,7805000320744,JABON REXONA ANTIBACTERIAL 750ML,3900
8107,7791293038773,DOVE SHAMPOO REG EXTRA 400ML,3500
8108,7802000014833,DORITOS 42G,890
8109,7802800534456,KRYZPO SABOR QUESO,1000
8110,7804656220002,PIMENTON FARO,1490
8111,7801434000917,CANELA,690
8112,8414564300575,ACEITUNAS DE JAMON,1550
8113,8428393001350,ACEITUNAS VERDES RELLENA DE PIMENTO,1850
8114,7801262000172,MARRASQUINO VERDES CEREZAS,2600
8115,9081311957543,FORNO TRAPERO,2500
8116,7805040004864,IGENIX LIMPIADOR DESINFECTANTE,1290
8117,7805040004857,IGENIX LIMPIADOR LAVANDA,1290
8118,7805040004833,IGENIX AMONIO CUATERNARIO LAVANDA,3600
8119,7805040004840,AMONIO IGENIX 900ML LAVANDA,1990
8120,7791290789296,OMO MATIC  LIQ 350ML,1500
8121,041789001956,MARUCHAN CON CAMARON,1390
8122,041789001888,MARUCHAN SABOR CARNE ASADA,1390
8123,041789001963,MARUCHAN SABOR TOMATE Y POLLO,790
8124,041789001925,MARUCHAN SABOR CARNE DE RES,1390
8125,041789001833,MARUCHAN SABOR QUESO,1390
8126,7806500406488,NOVA CLASICA,740
8127,070847009511,MOSTER ENERGY,1990
8128,7805045000571,JABON DE TOCADOR,250
8129,7801268002040,ATUN ANGELMO AGUA,1150
8130,7805300050235,ANTI BAC 400CC,3490
8131,041333000992,DURACELL C2,2900
8132,7802575220479,VIVO NECTAR BERRIES,390
8133,7804630010070,TIKA 35G,950
8134,7802225590105,BON O BON BARRA,1700
8135,041333428482,DURACELL AAA,850
8136,070330913431,ENCENDEDOR BIC,850
8137,071287870136,IGENOL TOALLAS HUMEDAS,3490
8138,7802575226334,VIVO NECTAR DURAZNO,1490
8139,7802575226327,VIVO NECTAR PIÑA,1490
8140,7802920009995,RIO BUENO QUESO MANTECOSO L.EXTRA GRUESA,5450
8141,7891112116078,CUCHILLOS TRAMONTINA X2 3PULG,2500
8142,7804669830007,TOALLAS SANNELLE,5900
8143,7817188146832,SNACK MARAVILLA SALADAS,1500
8144,7817188148058,MANI SIN SAL MAPUFEN,1500
8145,7817188147440,MANI CONFITADO MAPUFEN,1500
8146,7802337910235,TRAVERSO PICKLES 500G,1300
8147,7802337910242,TRAVERSO PEPINILLOS 500G,1600
8148,7802337000097,TRAVERSO ACEITUNA SERVILLANA,1750
8149,7802337000110,TRAVERSO ACEITUNAS HUASCO,1750
8150,7802337910280,TRAVERSO CHUCRUT,1100
8151,7802337910259,TRAVERSO CEBOLLITAS PERLA,1500
8152,7802337977764,JUGO DE LIMON,1100
8153,7613287158734,CRIOLLITAS CHOCOLATE,1050
8154,7613287158840,CRIOLLITAS LIMON,1050
8155,42342,CUTTER KNIFE,1490
8156,6925346879643,CUCHILLO COCINER 8P,5900
8157,6986698109543,TRIPLE ELECTRICO,1490
8158,2000,LEÑA,2500
8159,7802000015182,DE TODITO 290G,2900
8160,7803908006593,HELADO CHOCOLATE NARANJA,1800
8161,7803908006531,HELADO MANJAR GUALLARAUCO,1150
8162,7803908005787,HELADO MARACUYA,1050
8163,8859209801121,SAN REMO ATUN,1490
8164,7802900002268,SOPROLE LECHE NATURAL ENTERA,450
8165,7802920009605,LECHE SEMIDESCREMADA,590
8166,7804647381095,MANTEL PLASTICO GLAM,1900
8167,6958189710019,CARTON PARA FILTRO,850
8168,85952802,TABACO VAINILLA,7000
8169,85952803,TABACO UVA,7500
8170,7806500406709,NOVA CLASSIC A,2100
8171,7802920009636,LECHE DES COLUN 200ML,590
8172,7613037471601,NEGRITA BALLS,1550
8173,7802900120214,GOLD CREME CARAMEL,850
8174,7802000014857,LAYS MED 34G,800
8175,7897261900032,CARBON BOM DE BRASA,3900
8176,7891150067707,DETERGENTE LIQUIDO OMO MATIC 500 ML,5300
8177,7802820454109,BENEDICTINO SABOR MANZANA 2 LITROS,1200
8178,7891150064881,DOVE FUERZA VITAL SHAMPOO,4600
8179,7891150023505,DOVE SHAMPOO FUERZA EXTREMA,3500
8180,7791973002131,POLVO DECOLORANTE POLICROM,2100
8181,7804947004649,AGUA OXIGENADA 2O VOLUMENES,990
8182,7802000014765,LAYS PAPAS,890
8183,7802225409391,ALKA GOMITAS,350
8184,7806540913137,FAVORITA ESTILO 2 ROLLOS,1990
8185,7806540008185,FAVORITA4 ROLLOS,1490
8186,7806540007829,FAVORITA 4 ROLLOS,1490
8187,7791290788398,SOFT CLASSIC 450ML,1900
8188,7802575226358,JUGO VIVO 1L MANZ,1450
8189,7784310905219,HISOPO DE BAÑO,1900
8190,7593298013515,GUANTE MIL 35 TALLA 9/L,2900
8191,7593298013508,GUANTE MIL 35 TALLA 8/M,2750
8192,7858668168524,CARGADOR SAMSUNG ORIGINAL,3500
8193,6972047910168,CABLE TIPO C,4200
8194,6972047910144,CABLE MICRO ANDROID,3900
8195,4233436708585,CABLE IPHONE,2900
8196,7802000012518,QUAKER AVENA MULTISEMILLAS,2990
8197,7800143131400,POTE PLASTICO,1990
8198,7900000004837,BOWL DE VIDRIO REDONDO 530ML,3900
8199,7804630010612,TIKA NATIVAS PATRIOTAS 180G,2900
8200,7804630010599,TIKA NATIVAS PESTO 180G,3750
8201,7802225680547,PALMERITAS GALLETITAS AZUCARADAS,1790
8202,040000422068,MILKY WAY,1490
8203,040000536819,M&M,1490
8204,7804920005755,JABON KIDS,2900
8205,7801220221113,POROTO VERDE,750
8206,7802000015199,DETODITO SABOR QUESO,2900
8207,7801610880104,COCA COLA ESPRESS,350
8208,7802420002502,MARCO POLO SESAMO TOSTADO,490
8209,7750243286138,ESPIRALES VITTORIO,950
8210,7750243286152,TALLARIN DON VITTORIO,1250
8211,038000183713,PRINGLES BBQ,2100
8212,7805000311605,TE CLUB CEYLAN PREMIUN,3490
8213,7805000306540,TE CLUB ORIGINAL,3290
8214,7750243294867,RIGATONE DON VITTORIO,950
8215,038000184963,PRINGLES ORIGINAL,2100
8216,7861002900117,BOMBONES ROCHER,4900
8217,7802420004865,OREGANO ENTERO 20G,750
8218,7802420005039,CALLAMPAS DESHIDRATADAS,2490
8219,7802420004636,ALINO COMPLETO,450
8220,7802420004667,BICARBONATO EN POLVO,350
8221,7802420004599,AJI COLOR POLVO,490
8222,041789001918,MARUCHAN SABOR POLLO,1390
8223,7801620007867,PEPSI,1390
8224,7806810007399,TOALLAS MULTIUSO AROMA LIMON,2690
8225,7797453972390,WHISKAS ALIMENTO GATO,6900
8226,7898629670154,TABACO VIRGINA,8500
8227,7803480001313,PAN CALABAZA NUEZ,3500
8228,858914003163,MAMMA EMMA,4250
8229,858914003439,MAMMA EMMA,4250
8230,858914003149,MAMMA EMMA,4250
8231,7801220001531,PULPA DE CHIRIMOYA,6490
8232,7801220001579,PULPA DE FRUTILLA,4500
8233,7801220001555,PULPA DE FRAMBUESA,7500
8234,7805000315160,LE SANCY 750ML,2750
8235,7802820454307,BENEDICTINO SABOR LIMONADA Y JENGIBRE,1200
8236,070177078966,EARL GREY 100G,8900
8237,7809611712073,LONGANIZA CE CAMPO CRIANZA,4490
8238,7804614181918,ALCOHOL SPRAY 350ML,5490
8239,076937200295,COUSCOUS 340G,2990
8240,632432737775,YERBA MATE 458ML,2500
8241,7801505001737,IANSA CERO K,3090
8242,5411031300086,POMUNI,2900
8243,7898409954344,"TWIININGS OF LONDON 67,5 G",28000
8244,070847021964,MONSTER ULTRA,1990
8245,8858135000059,BASE DE COCO THAI 250ML,2500
8246,7793890254297,BARRA NUTRA BIEN,600
8247,7802420004551,SAZONADOR FAJITAS,1200
8248,8076809513739,SALSA BARILLA BASILICO,2600
8249,8076809513678,SALSA BOLOGNESE,3450
8250,8076809513753,PESTO ALLA GENOVESE,3450
8251,8076809541091,PESTO CON POMODORI SECCHI,3450
8252,7801315000128,TOMATES ENTEROS PELADOS,1100
8253,7802285001092,SALVADO LIGHT,2700
8254,8858135003715,THAI SRIRACHA EXTRA HOT CHILLI,4900
8255,070177278960,TW ORGANIC ROOIBOS,7500
8256,070177197162,TW  TE VERDE MENTA,4690
8257,070177197377,TW TE LADY GREY,3490
8258,070177197124,TW TE PRINCE OF WALES,3490
8259,070177169619,"TW TE SABOR NARANJA,MANGO Y CANELA",3490
8260,070177278991,TW ORGANIC PEPPERMINT,7500
8261,070177278786,TW ORGANIC BREAKFAST,7500
8262,070177197292,TW TE EARL GREY,3490
8263,070177197346,TW TE LIMON JENGIBRE,3490
8264,070177177430,TW TE VERDE Y LIMON,3300
8265,070177197285,TW TE INDIAN CHAI,4690
8266,070177197247,TW TE VERDE,3490
8267,070177197179,TW TE MANZANILLA PURA,4690
8268,070177169640,TW TE LIMON Y FRAMBUESA,3500
8269,070177197155,TW TE FRUTOS ROJOS,3500
8270,070177078904,TW TE ENGLISH BREAKFAST,8900
8271,070177197315,"TW TE MANZANILLA,MIEL Y VAINILLA",3490
8272,078895128833,SALSA DE SOYA 150ML,3800
8273,078895131413,SALSA DE SOYA 150ML,3800
8274,078895120509,SALSA TERIYAKI SAUSE 250G,3900
8275,078895126396,SALSA DE SOYA MESA,4750
8276,078895130188,SALSA DE SOYA LIVIANA,4900
8277,070177197131,TW TE ENGLISH BREAKFAST,3300
8278,070177050580,TW TE PURE CEYLON TEA,3490
8279,070177197360,TW TE SABOR FRUTOS,3300
8280,7896029046197,WHISKAS SABOR CORDERO,690
8281,7896029046609,WHISKAS SABOR CARNE,990
8282,7896029046296,WHISKAS SABOR SALMON,990
8283,7896029079546,PEDIGREE ADULTO,1900
8284,7800004003099,LEBLON BABY KIDS,1990
8285,7800004509492,LEBLON SOLAR ALTA PROTECCION,4250
8286,7809611712639,LA CRIANZA SALAME ITALIANO,2900
8287,7801300002939,POROTOS VERDES,550
8288,7802225511674,ESTUCHE NAVIDEÑO,9490
8289,7802225680318,GALLETAS NAVIDEÑAS,1250
8290,7790580408343,SALSA LISTA PIZZA,650
8291,7802225584081,HOBBY,600
8292,6999969795659,EARPHONES SAMSUNG,2900
8293,5551797001282,CARGADOR TURBO,3900
8294,7801256100284,"TOMATES PELADOS 2,950",7250
8295,7751506360503,AJI AMARILLO,4500
8296,7802575340269,CAROZZI KETCHUP,1850
8297,7802410700258,SALSA INGLESA,8490
8298,04139344,KIKKOMAN,5490
8299,7802410400271,SALSA DE SOYA,3490
8300,7806810002714,ESPONJA LISA,1200
8301,8032942610131,COUSCOUS,5900
8302,011210000216,BLOODY MARY 946ML,6900
8303,070177086671,TWININGS LATA GREY,8900
8304,070177029623,TWININGS EARL GREY,8900
8305,070177029630,TWININGS LATA ENGLISH,9490
8306,7805054000135,TRAPERO OJAL CIEN,1750
8307,614143647048,ALCOHOL SANIFARM 500ML,5900
8308,7783017809219,JUEGOS DE PALA,2490
8309,7802225281126,MARSHMALLOWS MORF,1900
8310,7804658860091,ACEITE EL MONARCA 900ML,2100
8311,7613037777741,PURA FRUTA MANGO,1350
8312,7790520017444,RAID MAX,5450
8313,7802000013867,DORITOS  11OG,950
8314,7702425807372,PAÑO MULTIUSO,1390
8315,7809611717887,CARNE MOLIDA,2750
8316,7802410416302,SALSA DE SOYA,1990
8317,7802930004768,QUESO CHACRA QUILLAYES,1490
8318,7805000316549,ROYAL CEYLON 90G,2500
8319,7802351001056,MOSTAZA HEINZ 200G,1650
8320,038000138430,PRINGLES SOUR CREAM Y ONIOR,2100
8321,7805040004062,VIRGINIA LIMPIADOR 900ML,4900
8322,7805040004055,VIRGINIA LIMPIADOR BRILLO NATURAL 900ML,4900
8323,7802225686006,DELICIA RELLENO SABOR A CHOCOLATE,2790
8324,7806500241201,NOVA CLASSICA  X300,1490
8325,7802351000912,MAYODELI,5300
8326,070847033219,MONSTER ENERGY,1990
8327,0013000006408,HEINZ KETCHUP,4500
8328,011210000018,TABASCO MILD,3490
8329,011210009530,TABASCO JALAPEÑO,3490
8330,011210007253,TABASCO GARLIC,3490
8331,011210607033,TABASCO SMOKED,3490
8332,011210006508,TABASCO HOT,3490
8333,7802920009827,LOS ALPES CAMEMBERT,3250
8334,7790520016348,LYSOFORM FLORAL,2300
8335,072489243056,PELOTAS TENIS PENN,5490
8336,7802930004027,QUESO PARMESANO,5250
8337,7802930004010,QUESO AZUL 100G,3490
8338,7791293040332,DOVE ANTIBACTERIAL 220ML,1450
8339,7613033820045,PACK 3 TRITON,1990
8340,7802351241018,AJI PEBRE,950
8341,7802420004964,PIMIENTA NEGRA MOLIDA,590
8342,7802351001810,INFERNO SMOKED,1650
8343,7802351001803,INFERNO JALAPEÑO,1650
8344,7802351000585,VINAGRE MANZANA,1450
8345,7802420125478,MANI SALADO,1990
8346,038000138638,PRINGLES PIZZA,2100
8347,7500478008780,TODDY CLASICA,1650
8348,841058057031,SCHICK  XTREME,1250
8349,070330731806,SCHICK 3 HOJAS,1200
8350,7804647381101,MANTEL PLASTICO,1900
8351,7804647381132,MANTEL PLASTICO,1900
8352,7802351001797,AJI CREMA INFERNO,1650
8353,7802351526009,VINAGRE BLANCO,4900
8354,7806505011878,PLASTICINA TRIANGULAR 12 COLORES TORRE,2900
8355,7806710000520,PENMAC PLASTICINA 10 COLORES,1900
8356,046308239070,CISELETS,2900
8357,7784310984597,JARRO PLATICO 1LTS,1500
8358,644536228011,BLUNT WRAP MOJITO,1000
8359,644536226116,BLUNT WRAP UVA,1000
8360,644536226819,BLUNT WRAP VAINILLA,1000
8361,644536227014,BLUNT WRAP COGNAC,1000
8362,7806710018068,LAPICES DE COLORES 12,3400
8363,8692730510953,JABON LIQUIDO,2990
8364,5902047170416,FILTROS DARK HORSE,2000
8365,3057068255788,DARK HORSE MENTOL,2200
8366,5902047170393,FILTROS DARK  HORSE,2000
8367,6901756716686,MOUSE,8500
8368,6971193490432,TECLADO MULTIMEDIA,9500
8369,7804657300789,MOUSE TECMASTER,4900
8370,4051661007774,CORCHETERA,2900
8371,7807265008146,COLA FRIA,1990
8372,1861531603714,AMPOLLETA DE EMERGENCIA LED,4500
8373,7804647362186,TIJERA ESCOLAR,1250
8374,7800078000161,CICLOTEST,1900
8375,025215190247,AUDICULAR,3500
8376,6520190425062,ESPEJO,1200
8377,7900000004844,BOWL VIDRIO,3900
8378,5056282213527,TIJERA,3200
8379,78026216,MARLBORO,3800
8380,78026254,MARLBORO,3300
8381,7801930021515,MIX PARRILLERO RECETA ABUELO,4490
8382,7803480000309,FUCHS MULTIGRANO 650G,3700
8383,070177106195,TWININGS EXTRA STRONG,3490
8384,7802225572712,HUEVITOS RELLENO,1950
8385,7500435020077,HEAD Y SHOULDERS ALIVIO REFRESCANTE,2490
8386,7500435125161,HEAD Y SHOULDERS SUAVE Y MANEJABLE,2490
8387,3057068015986,OCB FILTROS,2500
8388,7802000015328,CHIS POP,2390
8389,7802000015304,GATOLATE EVERCRISP 220G,2390
8390,78026230,MARLBORO ARTESANAL,3800
8391,7800045001788,ALCOHOL  1LT ELITE,7900
8392,7802225512121,BON O BON,1200
8393,7805633010883,GEL FIJADOR CAPILAR,2400
8394,7805000313654,OMO SOFT 3KG.,13900
8395,7804945076174,COLONIA BABYLAND,2900
8396,7804945076129,COLONIA BABYLAND,3250
8397,7804945076167,COLONIA BABYLAND,3250
8398,7804945076150,COLONIA BABYLAND,3250
8399,7896007547203,PROTECT PLUS PANALES X16,10900
8400,7801300000409,SOFRITO,750
8401,7793360126840,SALSA FILETTO,650
8402,7805000319120,QUIX ESCENCIAL 1200ML,3490
8403,7750727010143,GANSITO,390
8404,42247371,ORBIT BUBBLEMINT,990
8405,7802351000950,MAYODELI KRAFT,1150
8406,7809601105540,ALARGADOR,8900
8407,7784320988318,CEPILLO PARA PELO,2900
8408,7784310972136,CEPILLO DE PELO,2900
8409,040000001638,SKITTLES,1250
8410,8512431227069,RAYADOR,5900
8411,7800120170163,VIVO AVENA INSTANTANEA,2700
8412,7802000015007,QUAKER,2790
8413,7802100003553,HEINEKEN LATA 470,5950
8414,7804602380101,VIÑAMAR BRUT,4900
8415,7802100505187,ROYAL GUARD 350CC,4900
8416,7804315008569,UNDURRAGA,4990
8417,034100175054,PACK CERVEZA MILLER,6990
8418,7802920009780,QUESO REGGIANITO MADURO,3900
8419,7802100001405,PACK HEINEKEN BOTELLIN 330CC,6400
8422,7809634100079,PACK AUSTRAL CALAFATE,5400
8423,768044019425,GALLETA TODYS BLOCK,750
8424,7809634100192,PACK AUSTRAL LAGER,5400
8425,7802100505583,PACK ROYAL GUARD BOTELLIN,6400
8426,7790975000183,CHAMPAGNE CHANDON,11490
8427,4750021000157,STOLICHNAYA,8490
8428,7802110001952,PISCO ALTO DEL CARMEN,6490
8429,080432400432,CHIVAS REGAL,27490
8430,5010106111536,BALLANTINES,9990
8431,7802175455912,PISCO MISTRAL,6990
8432,7640175740047,GIN BOMBAY,15500
8433,7802130001147,LATON BECKER,990
8434,5000329002322,BEEFEATER,15500
8435,7802130002274,PACK CORONA,6490
8436,7802130002496,PACK BUDWEISER,5950
8437,8006550340230,RAMAZZOTTI,11490
8438,7753749003223,PACK CUSQUEÑA LATA,5940
8439,7802107000913,PACK CERVEZAS VALDIVIA,6490
8440,018200008344,PACK BUDWEISER BOTELLIN,5990
8441,7891136057029,APEROL,11200
8442,7802107000302,PACK KUNSTMANN TOROBAYO,8600
8443,7802100505378,PACK ESCUDO 470CC,4500
8444,080432402672,WHISKY 100 PIPERS,6490
8445,5000267014074,JOHNNIE WALKER RED LABEL,10990
8446,7501049936945,PACK SOL,5990
8447,7802130000676,PACK BECKER 470CC,3900
8448,7804300121440,GATO 2L TINTO,3300
8449,7804300121457,GATO 2L BLANCO,3300
8450,7804300123444,GATO 1.5 TINTO,2700
8451,7804300123451,GATO 1.5 L BLANCO,2700
8452,7753749001229,PACK CUSQUEÑA BOTELLIN,5600
8453,7804671160086,LA PIZKA S/AZUCAR,11990
8454,7804671160062,LA PIZKA MENTA JENGIBRE,10990
8455,7804671160093,LA PIZKA LIMON SUTIL,10990
8456,7804315000228,UNDURRAGA BRUT,4990
8457,7702425809345,HUGGIES ACTIVE SEC,8990
8458,7809604029911,HUGGIES XXG,5200
8459,7798114670136,POROTOS ALUBIA,1500
8460,7803912000266,CHUÑO 500GR,1990
8461,7798349680054,GARBANZO 1KG,2900
8462,7804320365831,EXPORTACION MERLOT,2990
8463,7801875001382,SUPREMO TE CEYLAN,2500
8464,7802100001610,PACK CRISTAL,4700
8465,7755019000291,SAL DE MAR OCEANICA,2300
8466,7804947005127,JABON LIQUIDO,2300
8467,7804947005110,JABON LIQUIDO,2300
8468,7802130101083,BALTICA 1.0L,750
8469,7891962056746,PAN BLANCO,1590
8470,7891962056753,PAN INTEGRAL,1590
8471,7801907022880,SAN JORGE PAPAS FRITAS 1KG,3200
8472,7801907027090,CHOCLO 200G,850
8473,7801907027083,ARVEJAS 200G,850
8474,5010106111925,BALLANTINES,12500
8475,75067069,DOVE ANTITRASPIRANTE,2900
8476,7802900239527,SOPROLE JOGHITO YOGHURT BATIDO,350
8477,7802900002480,PACK 6 CAJITAS DE YOGHURT BATIDO,2100
8478,7802900239558,YOGHURT VAINILLA,350
8479,7802900002497,PACK 6 CAJITAS DE YOGHURT,2100
8480,7804320365848,EXPORTACION,2990
8481,7791293039008,SEDAL REPUESTO 300ML,1490
8482,7802130001703,BALTICA LATA 473CC,650
8483,7804320389318,VINO CARMENER EXPPORTACION,2990
8484,7802130000669,BECKER LATA 473CC,650
8485,7802130001727,PACK BALTICA LATA 473CC,3600
8486,7802100003294,PACK HEINIKEN BOTELLIN 330CC,5940
8487,5000267024004,JOHNNIE WALKER BLACK LABER,25990
8488,7802100505170,PACK ESCUDO LATA 330CC,3300
8489,5010677801553,ERISTOFF BLACK 700CC,5990
8490,7804300004002,VINO GATO TINTO1LT,2300
8491,7809604030245,HUGGIES G X20 PROMO,3900
8492,7802100501196,HEINIKEN LATA 473CC,990
8493,01801828,BUWUEISER 473CC,990
8494,75041670,CORONA 330 CC,990
8495,7801420001850,TUCAPEL BLU BONNET ARROZ,1850
8496,7803473005359,PINGUINOS 80G,550
8497,7802351001049,MOSTAZA HEINZ 350G,2200
8498,7802215508592,MINI CRACKELET 35GR,250
8499,7802215510045,VIVO FRUTOS SECOS 80GR,1250
8500,7802215510021,VIVO FRUTOS SECOS 80GR,1250
8501,7803908005923,HELADO GUALLARAUCO TROPICAL,1800
8502,5060054612012,DESCORCHADOR,1990
8503,4740007700607,CARGADOR IPHONE,7990
8504,7804621471484,ATUN ARTIC AGUA,1350
8505,7804621471491,ATUN ARTIC ACEITE,1450
8506,7501058611062,LECHE  EVAPORADA GLORIA,1450
8507,7613033907289,NESCAFE TRADICION 150G,4990
8508,7613039961902,LECHE NESTLE BUEN DIA 700GRS,5490
8509,7896007547210,PAÑAL ADULTO PLENITUDX 16,7500
8510,7794626006715,PAÑAL ADULTO PLENITUDX8,5500
8511,7613287193803,CHOCAPIC CHOCOLATE 230G,1350
8512,7805000317096,PEPSODENT ANTI BAC 75G,1750
8513,7802900002329,SOPROLE PROTEIN CULTIVADA1LT,2300
8514,7802900002312,SOPROLE PROTEIN FRUTILLA1LT,2300
8515,7755019000277,SAL OCEANICA 500G PARRILLA,1650
8516,7801220000640,PAPAS FRITAS  MINUTO VERDE 1KG,3990
8517,7804659650059,NOT MAYO GARLIC 350G,2650
8518,7804520024149,ALMIDON DE MAIZ 250G,1400
8519,7809611716804,LONGANICILLA PAVO 280G,3990
8520,7802000015311,TRAGA TRAGA 220G,2390
8521,7622201797560,PHILADELPHIA  SIN GLUTEN,3200
8522,7806540008796,FAVORITA SENSACION 4 ROLLOS,1600
8523,7803908004438,GUALLARAUCO AGUA DE FRUTA MANZANA,1590
8524,7803908004445,GUALLARAUCO SABOR PERA,1590
8525,7797453000482,PEDIGREE RAZA PEQUEÑA 100G,800
8526,7802000015410,LAYS SABOR OREGANO 200G,2400
8527,070177197230,TWININGS TE VERDE Y MENTA  20G,3300
8528,7791290790520,CIF CREMA MULTIUSO 750G,2100
8529,7613036927857,NESCAFE MOKACCINO,1290
8530,7613036392471,NESTLE LECHE CONDENSADA 395G,1790
8531,7613287156143,NESTLE LECHE CONDENSADA 397G,2090
8532,7805232781054,SODA CAUSTICA 500G,2500
8533,7501071907548,CLOROX TOALLITAS DESINFECTANTES,3990
8534,7802000014185,CHEETOS SABOR MANI,650
8535,7840131003838,GRISINES IDEAL,1500
8536,7840131003821,GRISINES IDEAL,1950
8537,7805025697357,CLOROX ANTI SPLASH 950G,1750
8538,7805025697524,POETT 485ML,1250
8539,7797453972345,WHISKAS 1 KG SABOR CARNE,6900
8540,7802800578900,ZUKO SABOR HUESILLO,200
8541,7790250096122,LADYSOFT ULTRADELGADA DE 16UNI,2490
8542,7802000015427,LAYS SABOR JAMON SERRANO,2400
8543,7804520010890,CARNE VEGETAL 1 KG,5900
8544,7784311010714,EXPRIMIDOR DE JUGO,4900
8545,7754487118804,AJI NO MOTO,8490
8546,7802410400356,SABOR AHUMADO LIQUIDO,2250
8547,7804604350478,GUANTES DE LATEX,19000
8548,7806810007566,ESCOBILLON,2900
8549,7802410002819,TOMILLO EN HOJAS,750
8550,8427163911905,TINTA DE SEPIA,7990
8551,7802410102014,MOSTACILLA,990
8552,7802410101765,DECORACION CHOCOLATE,990
8553,8017759645538,ARBORIO,5990
8554,8005121210101,PASSATA,3450
8555,7613287527042,CREMA DE LENTEJAS,790
8556,7613287527080,CREMA DE ZAPALLO,690
8557,7613036426824,SALSA ALFREDO,690
10012,,FLEXIBLE DUCHA,3490
14244,,ALCAPARRONES MISTRAL 300G,1900
14247,7802225412261,ALKA GOMITAS EUCALIPTUS,350
14248,08477360850,CENTOLLA ROBINSON CRUSOE,14900
14249,084773608502,CENTOLLA ROBINSON CRUSOE,14900
14250,084773603507,MACHAS AL AGUA,5300
14251,084773601275,SURTIDO DE MARISCOS,3650
14252,7804621471286,ATUN LOMITOS AL AGUA LIGHT,3290
14253,7804621471279,ATUN LOMITOS AL ACEITE,3290
14254,7804621471293,ATUN LOMITOS AL ACEITE DE OLIVA,1690
14255,7804621470326,TROZOS DE CALAMAR EN TINTA,2100
14256,7804621470074,TENTACULOS DE CALAMAR,2100
14257,7804621471224,ENSALADA DE CUS CUS ATUN Y GARBANZOS,2100
14258,084773602203,SURTIDO DE MARISCOS AL ACEITE,3690
14259,084773611519,CHORITOS CON ACEITE ROBINSON CRUSOE,1690
14260,078895740035,CHINNESE BBQ SAUCE,4490
14261,7801268002033,ATUN LOMITO AL CEITE,1900
14262,7801620008727,WOMAN MAS CIRUELA,1200
14263,7801620008734,WOMAN LIMON PEPINO,1200
14264,7804630010636,TORTIKA 180G,3250
14265,7804630010629,TORTIKA HUMMUS,3750
14266,7804630010919,POP CORN LIVIANO CARAMELO Y SAL DE MAR,2490
14267,7804630010926,PALOMITAS COCO CARAMELO Y VAINILLA,2490
14268,7804630010940,PAPAS RAMITAS CON QUESITO VEGANO,2700
14269,7804630010933,PAPAS RAMITAS CON CEBOLLA GRILLADA,2700
14270,7804630010766,TIKA VEGAN RICE HIERBAS FRESCAS,1390
14271,7804630010759,TIKA VEGAN AMAPOLAS Y SESAMO,1390
14272,824710221230,SALMON PORCION 340G,4490
14273,,CASTA SAVORY BROWNIE FRAM,4200
14274,7791290013124,SUN LAVABAJILLAS 16TAB,8490
14275,7804920001184,SHAMPOO NEUTRO,2750
14276,7804920001191,SHAMPOO MANZANILLA,2100
14277,7791293039015,SEDAL  ACONDICIONADOR,1350
14278,7791293031767,SEDAL SHAMPOO,1350
14279,7891150075382,DOVE BARRA,1250
14280,7802225409445,ALKA MENTA SUAVE,300
14281,04010508,SNICKERS ALMOND,1250
14282,7803910000176,POROTOS NEGROS 1KG,2500
14283,7801907011037,CHURRASCO DE VACUNO,1450
14284,8000798056281,PINZAS DE MADERA,1350
14285,7801305004341,REGIMEL PACK 4 JELEA,1990
14286,7801305004327,REGIMEL JALEA PACK 4,1990
14287,7509546056425,SPEED STICK ADN 48HRS,2950
14288,7802410821106,SALSA DE SOYA,3490
14289,8414564300452,ACEITUNAS RELLENA DE ALMENDRA,1950
14290,77956712,BON O BON MORADO,250
14291,7801930019451,CHISTORRA,2490
14292,7790520012531,MR MUSCULO CREMA,1990
14293,7791290786486,CIF ACTIVE GEL,3100
14295,7801930021133,HAMB VEGANA,1200
14296,7806505978423,PAPEL LUSTRE,390
14297,7801805000201,CAFE HAITI MOLIDO,4900
14298,7702103772336,FROOT LOOPS,3600
14299,7896004004549,CORN FLAKES,3500
14300,7802420003806,POP CORN MARCO POLO,2100
14301,7802635000478,COLA CAO  FRUTILLA,1250
14302,7702103772282,ZUCARITAS,4300
14303,021000026982,KRAFT LIGHT,5490
14305,040000001058,SNICKERS ALMENDRA,1250
14306,7801930018270,JAMON ARTESANAL RECETA DEL ABUELO,2900
14307,7803403001895,TORTILLA TIA ROSA INTEGRAL,1950
14308,7801930018379,JAMON PIERNA RECETA ABUELO,2100
14309,7501199419442,DUO CUBES BAÑO FREF,2490
14310,6971825740034,WATER PUMP,4900
14311,7802225590143,ARCOR CHOCOLATE DE LECHE BARRA,1700
14312,7802225590167,ROCKLETS CHOCOLATE BLANCO BARRA,1700
14313,7802225590112,BON O BON BLANCO BARRA,1700
14314,7802225590136,ROCKLETS MANI BARRA,1700
14315,7613039899984,YOGURT LECHE SUR VAINILLA,300
